FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES	REMARKS
F8797	SHRIMP LOG, BREADED	SHRIMP LOG, BREADED	A0267 B1237 C0173 E0147 F0001 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F8810	SHRIMP LOG, BREADED, FROZEN	SHRIMP LOG, BREADED, FROZEN	A0267 B1237 C0173 E0147 F0001 G0003 H0188 J0136 K0003 M0001 N0001 P0024	
F8572	SHRIMP MEAL	SHRIMP MEAL	A0267 B1237 C0173 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0015	
F8814	SHRIMP NEWBURG	SHRIMP NEWBURG	A0267 B1237 C0173 E0110 F0014 G0003 H0151 H0160 H0185 H0242 J0001 K0034 M0001 N0001 P0024	
F6949	SHRIMP NOODLE	SHRIMP NOODLE	A0275 B1312 C0208 E0153 F0001 G0003 H0153 J0001 K0003 M0001 N0001 P0024	
F17196	SHRIMP OR PRAWN, CANNED	SHRIMP OR PRAWN, CANNED	A0267 B1237 C0173 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0023 P0024	
F17219	SHRIMP OR PRAWN, COOKED, QUICK FROZEN	SHRIMP OR PRAWN, COOKED, QUICK FROZEN	A0267 B1237 C0173 E0151 F0014 G0001 H0001 J0136 K0001 M0001 N0001 P0024	
F17198	SHRIMP OR PRAWN, QUICK FROZEN	SHRIMP OR PRAWN, QUICK FROZEN	A0267 B1237 C0173 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024	
F17218	SHRIMP OR PRAWN, RAW, QUICK FROZEN	SHRIMP OR PRAWN, RAW, QUICK FROZEN	A0267 B1237 C0173 E0151 F0003 G0003 H0001 J0136 K0001 M0001 N0001 P0024	
F9823	SHRIMP PASTE	SHRIMP PASTE	A0267 B1237 C0173 E0144 F0003 G0003 H0128 H0138 H0173 J0104 K0003 M0001 N0001 P0024	
F8669	SHRIMP PIECES, BREADED	SHRIMP PIECES, BREADED	A0267 B1237 C0173 E0152 F0001 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F8080	SHRIMP PIECES, RAW	SHRIMP PIECES, RAW	A0267 B1237 C0173 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F16328	SHRIMP PRODUCT, UNSTERILIZED	SHRIMP PRODUCT, UNSTERILIZED	A0267 B1237 C0173 E0151 F0001 G0001 H0001 J0003 K0001 M0001 N0001 P0024 P0119	
F5506	SHRIMP PUFF	SHRIMP PUFF	A0267 B1237 C0173 E0147 F0014 G0001 H0186 H0221 H0227 J0001 K0003 M0001 N0001 P0024	
F8816	SHRIMP ROE, RAW	SHRIMP ROE, RAW	A0267 B1237 C0202 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F7787	SHRIMP SALAD	SHRIMP SALAD	A0208 B1237 C0173 E0134 F0014 G0003 H0212 H0221 J0001 K0003 M0001 N0001 P0024	
F5732	SHRIMP SAUCE, HOMEMADE	SHRIMP SAUCE, HOMEMADE	A0286 B1237 C0173 E0134 F0001 G0003 H0221 H0227 J0001 K0003 M0001 N0001 P0024 Z0109	
F4105	SHRIMP SCAMPI, INSTANT	SHRIMP SCAMPI, INSTANT	A0267 B1237 C0173 E0150 F0001 G0003 H0138 H0169 J0130 K0003 M0001 N0001 P0024	
F5623	SHRIMP STUFFED WITH DEVILED CRAB MEAT, BREADED	SHRIMP STUFFED WITH DEVILED CRAB MEAT, BREADED	A0267 B1237 C0173 E0150 F0001 G0003 H0153 H0188 H0207 H0227 J0001 K0003 M0001 N0001 P0024	
F8661	SHRIMP, ALASKAN, BREADED	SHRIMP, ALASKAN, BREADED	A0267 B1237 C0173 E0150 F0001 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F16313	SHRIMP, BIG, IN AIRTIGHT CONTAINER	SHRIMP, BIG, IN AIRTIGHT CONTAINER	A0267 B1237 C0173 E0151 F0022 G0001 H0001 J0111 K0027 M0001 N0001 P0024	
F11618	SHRIMP, BOILED	SHRIMP, BOILED	A0267 B1237 C0173 E0150 F0014 G0015 H0001 J0001 K0003 M0001 N0001 P0024	
F8569	SHRIMP, BREADED	SHRIMP, BREADED	A0267 B1237 C0173 E0150 F0001 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F11130	SHRIMP, BREADED, FRIED, HOMEMADE	SHRIMP, BREADED, FRIED, HOMEMADE	A0267 B1237 C0173 E0150 F0014 G0025 H0184 H0188 H0227 H0233 H0256 H0319 J0001 K0003 M0001 N0001 P0024 Z0109	
F8571	SHRIMP, BREADED, FROZEN	SHRIMP, BREADED, FROZEN	A0267 B1237 C0173 E0150 F0001 G0003 H0188 J0136 K0003 M0001 N0001 P0024	
F1089	SHRIMP, BREADED, RAW	SHRIMP, BREADED, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F1836	SHRIMP, BREADED, RAW, FROZEN	SHRIMP, BREADED, RAW, FROZEN	A0267 B1237 C0173 E0150 F0003 G0003 H0188 J0136 K0003 M0001 N0001 P0024	
F5074	SHRIMP, BREADED, STUFFED, RAW, FROZEN	SHRIMP, BREADED, STUFFED, RAW, FROZEN	A0267 B1237 C0173 E0150 F0003 G0003 H0188 H0207 J0136 K0003 M0001 N0001 P0024	
F8496	SHRIMP, BUTTERFLY, BREADED	SHRIMP, BUTTERFLY, BREADED	A0267 B1237 C0173 E0150 F0001 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F1085	SHRIMP, CANNED	SHRIMP, CANNED	A0267 B1237 C0173 E0150 F0014 G0003 H0001 J0123 K0017 M0194 N0001 P0024	
F1481	SHRIMP, COOKED	SHRIMP, COOKED	A0267 B1237 C0173 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F15128	SHRIMP, COOKED, CANNED	SHRIMP, COOKED, CANNED	A0267 B1237 C0173 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024	
F8827	SHRIMP, COOKED, FROZEN	SHRIMP, COOKED, FROZEN	A0267 B1237 C0173 E0150 F0014 G0001 H0001 J0136 K0003 M0001 N0001 P0024	
F8779	SHRIMP, DRIED	SHRIMP, DRIED	A0267 B1237 C0173 E0150 F0001 G0003 H0138 J0116 K0003 M0001 P0024	
F9661	SHRIMP, DRIED, CANNED	SHRIMP, DRIED, CANNED	A0267 B1237 C0173 E0150 F0014 G0003 H0138 J0116 K0003 M0194 N0001 P0024	
F8821	SHRIMP, EMPEROR, RAW	SHRIMP, EMPEROR, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8671	SHRIMP, FANTAIL, RAW, BREADED, FROZEN	SHRIMP, FANTAIL, RAW, BREADED, FROZEN	A0267 B1237 C0173 E0150 F0003 G0003 H0188 J0136 K0003 M0001 N0001 P0024	
F5396	SHRIMP, FREEZE-DRIED	SHRIMP, FREEZE-DRIED	A0267 B1237 C0173 E0150 F0001 G0003 H0138 J0130 K0003 M0001 N0001 P0024	
F8823	SHRIMP, FRESH-WATER, FROZEN	SHRIMP, FRESH-WATER, FROZEN	A0267 B1237 C0173 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F8676	SHRIMP, FRESH-WATER, RAW	SHRIMP, FRESH-WATER, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10723	SHRIMP, FRIED	SHRIMP, FRIED	A0267 B1237 C0173 E0150 F0014 G0025 H0233 J0001 K0003 M0001 N0001 P0024	
F6352	SHRIMP, FRIED, TV DINNER, FROZEN	SHRIMP, FRIED, TV DINNER, FROZEN	A0139 B1237 C0173 E0150 F0018 G0003 H0180 J0136 K0003 M0001 N0001 P0024	
F1169	SHRIMP, FROZEN	SHRIMP, FROZEN	A0267 B1237 C0173 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F17236	SHRIMP, FULLY PRESERVED	SHRIMP, FULLY PRESERVED	A0267 B1237 C0173 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024 P0110	
F8812	SHRIMP, GREEN, HEADLESS, RAW	SHRIMP, GREEN, HEADLESS, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8825	SHRIMP, HEAD ON, FROZEN	SHRIMP, HEAD ON, FROZEN	A0267 B1237 C0173 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F3888	SHRIMP, HEADLESS, IN SHELL, FROZEN	SHRIMP, HEADLESS, IN SHELL, FROZEN	A0267 B1237 C0173 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F8625	SHRIMP, HEADLESS, RAW, FROZEN	SHRIMP, HEADLESS, RAW, FROZEN	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F11397	SHRIMP, HEADLESS, RAW, FROZEN, GLAZED	SHRIMP, HEADLESS, RAW, FROZEN, GLAZED	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F8665	SHRIMP, JAPANESE, DEVEINED, CANNED	SHRIMP, JAPANESE, DEVEINED, CANNED	A0267 B1237 C0173 E0150 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024	
F7828	SHRIMP, JUMBO, FRENCH-FRIED	SHRIMP, JUMBO, FRENCH-FRIED	A0267 B1237 C0173 E0150 F0014 G0029 H0233 J0001 K0003 M0001 N0001 P0024	
F16774	SHRIMP, LIGHTLY BREADED, FROZEN, RAW	SHRIMP, LIGHTLY BREADED, FROZEN, RAW	A0267 B1237 C0173 E0151 F0003 G0003 H0152 H0188 J0136 K0001 M0001 N0001 P0024	
F1673	SHRIMP, NOT FURTHER SPECIFIED	SHRIMP, NOT FURTHER SPECIFIED	A0267 B1237 C0173 E0001 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F9638	SHRIMP, PACIFIC, CANNED	SHRIMP, PACIFIC, CANNED	A0267 B1237 C0173 E0150 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024	
F1695	SHRIMP, PACKAGED	SHRIMP, PACKAGED	A0267 B1237 C0173 E0150 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F8627	SHRIMP, PEELED, COOKED	SHRIMP, PEELED, COOKED	A0267 B1237 C0173 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024	
F8568	SHRIMP, PEELED, COOKED, FROZEN	SHRIMP, PEELED, COOKED, FROZEN	A0267 B1237 C0173 E0150 F0014 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F17171	SHRIMP, PEELED, DEEP FROZEN	SHRIMP, PEELED, DEEP FROZEN	A0267 B1237 C0125 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024	
F11336	SHRIMP, PEELED, DEVEINED, RAW	SHRIMP, PEELED, DEVEINED, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F7329	SHRIMP, PEELED, PRECOOKED, FROZEN	SHRIMP, PEELED, PRECOOKED, FROZEN	A0267 B1237 C0173 E0150 F0014 G0001 H0001 J0136 K0003 M0001 N0001 P0024	
F8626	SHRIMP, PEELED, RAW	SHRIMP, PEELED, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10110	SHRIMP, POWDERED	SHRIMP, POWDERED	A0267 B1237 C0173 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F1837	SHRIMP, RAW	SHRIMP, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8668	SHRIMP, RAW, PEELED, DEVEINED, FROZEN	SHRIMP, RAW, PEELED, DEVEINED, FROZEN	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F8818	SHRIMP, ROCK, RAW	SHRIMP, ROCK, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8817	SHRIMP, ROCK, RAW, HEADLESS, FROZEN	SHRIMP, ROCK, RAW, HEADLESS, FROZEN	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024	
F8820	SHRIMP, SPRING WATER, RAW	SHRIMP, SPRING WATER, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9587	SHRIMP, TINY, PEELED, COOKED, FROZEN	SHRIMP, TINY, PEELED, COOKED, FROZEN	A0267 B1237 C0173 E0150 F0014 G0001 H0001 J0136 K0003 M0001 N0001 P0024	
F8675	SHRIMP, UNDEVEINED, RAW	SHRIMP, UNDEVEINED, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8802	SHRIMP, WESTERN-STYLE, BREADED	SHRIMP, WESTERN-STYLE, BREADED	A0267 B1237 C0173 E0150 F0001 G0003 H0188 J0001 K0003 M0001 N0001 P0024	
F8666	SHRIMP, WET-PACK, CANNED	SHRIMP, WET-PACK, CANNED	A0267 B1237 C0173 E0150 F0014 G0003 H0001 J0123 K0017 M0194 N0001 P0024	
F9586	SHRIMP, WHOLE AND BROKEN, CANNED	SHRIMP, WHOLE AND BROKEN, CANNED	A0267 B1237 C0173 E0104 F0014 G0003 H0001 J0123 K0017 M0194 N0001 P0024	
F8811	SHRIMPBURGER MADE FROM FISH, FROZEN	SHRIMPBURGER MADE FROM FISH, FROZEN	A0267 B1222 C0175 E0147 F0001 G0003 H0153 J0136 K0003 M0001 N0001 P0024	
F4785	SHUI SEN TEA, DRY	SHUI SEN TEA, DRY	A0268 B1623 C0200 E0100 F0018 G0003 H0138 J0116 K0003 M0001 N0001 P0024	
F1120	SILAGE	SILAGE	A0001 B0001 C0174 E0134 F0003 G0003 H0119 J0111 K0003 M0001 N0001 P0015	
F8326	SILD SARDINE IN OIL, SMOKED	SILD SARDINE IN OIL, SMOKED	A0267 B1414 C0173 E0150 F0001 G0003 H0172 J0001 K0026 M0001 N0001 P0024	
F8112	SILD, RAW	SILD, RAW	A0267 B1414 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8972	SILK SNAPPER, RAW	SILK SNAPPER, RAW	A0267 B1800 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10379	SILK WORM PUPAE FOR ANIMAL FEED	SILK WORM PUPAE FOR ANIMAL FEED	A0004 B1220 C0173 E0001 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0015	
F9259	SILVER CARP, RAW	SILVER CARP, RAW	A0267 B2254 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9910	SILVER CATFISH, RAW	SILVER CATFISH, RAW	A0267 B2316 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F1009	SILVER DRAGEE CANDY	SILVER DRAGEE CANDY	A0246 B1012 C0108 E0153 F0001 G0003 H0150 J0001 K0003 M0001 N0001 P0024	
F8274	SILVER POMFRET, RAW	SILVER POMFRET, RAW	A0267 B1938 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9186	SILVERSIDE, RAW	SILVERSIDE, RAW	A0267 B1884 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F12016	SIMILAC, 13 CALORIES LOW IRON INFANT FORMULA, POWDERED	SIMILAC, 13 CALORIES LOW IRON INFANT FORMULA, POWDERED		
F12015	SIMILAC, 13 CALORIES LOW IRON INFANT FORMULA, READY TO FEED	SIMILAC, 13 CALORIES LOW IRON INFANT FORMULA, READY TO FEED		
F12017	SIMILAC, 20 CALORIES LOW IRON INFANT FORMULA, POWDERED	SIMILAC, 20 CALORIES LOW IRON INFANT FORMULA, POWDERED		
F12018	SIMILAC, 20 CALORIES, LOW IRON INFANT FORMULA, CONCENTRATED	SIMILAC, 20 CALORIES, LOW IRON INFANT FORMULA, CONCENTRATED		
F12019	SIMILAC, 20 CALORIES, LOW IRON INFANT FORMULA, READY TO FEED	SIMILAC, 20 CALORIES, LOW IRON INFANT FORMULA, READY TO FEED		
F8552	SKATE, RAW	SKATE, RAW	A0267 B1340 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9431	SKILFISH, RAW	SKILFISH, RAW	A0267 B1807 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F1484	SKIM MILK	SKIM MILK	A0148 B1201 C0235 E0123 F0018 G0003 H0248 J0135 K0003 M0001 N0001 P0024 P0039	
F2914	SKIM MILK CHEESE	SKIM MILK CHEESE	A0187 B1201 C0245 E0001 F0001 G0003 H0119 H0248 J0001 K0003 M0001 N0001 P0024	
F5161	SKIM MILK DRINK	SKIM MILK DRINK	A0148 B1201 C0235 E0123 F0018 G0003 H0248 J0135 K0003 M0001 N0001 P0024 P0039	
F15382	SKIM MILK POWDER MIXTURE, USED TO PREPARE LIQUID FOOD	SKIM MILK POWDER MIXTURE, USED TO PREPARE LIQUID FOOD	A0148 B1297 C0235 E0106 F0001 G0001 H0138 J0001 K0001 M0001 N0001 P0024	
F7487	SKIM MILK, CALCIUM-REDUCED	SKIM MILK, CALCIUM-REDUCED	A0148 B1201 C0235 E0123 F0018 G0003 H0137 H0248 J0135 K0003 M0001 N0001 P0024 P0039	
F10778	SKIM MILK, CONCENTRATED	SKIM MILK, CONCENTRATED	A0148 B1201 C0235 E0123 F0018 G0003 H0138 H0248 J0135 K0003 M0001 N0001 P0024 P0039	
F11037	SKIM MILK, CONDENSED	SKIM MILK, CONDENSED	A0148 B1201 C0235 E0139 F0022 G0003 H0138 H0248 J0001 K0003 M0001 N0001 P0024	
F10940	SKIM MILK, EVAPORATED	SKIM MILK, EVAPORATED	A0148 B1201 C0235 E0139 F0022 G0003 H0138 H0248 J0001 K0003 M0001 N0001 P0024	
F15628	SKIM MILK, FLAVORED	SKIM MILK, FLAVORED	A0148 B1201 C0235 E0123 F0022 G0001 H0227 H0248 J0001 K0001 M0001 N0001 P0024	
F4395	SKIM MILK, FORTIFIED	SKIM MILK, FORTIFIED	A0148 B1201 C0235 E0123 F0018 G0003 H0194 H0213 H0248 J0135 K0003 M0001 N0001 P0024 P0039	
F11235	SKIM MILK, FORTIFIED, PASTEURIZED	SKIM MILK, FORTIFIED, PASTEURIZED	A0148 B1201 C0235 E0123 F0018 G0003 H0194 H0214 H0248 H0316 J0135 K0003 M0001 N0001 P0024 P0039	
F9539	SKIM MILK, LOW SODIUM	SKIM MILK, LOW SODIUM	A0148 B1201 C0235 E0123 F0018 G0003 H0236 H0248 J0135 K0003 M0001 N0001 P0024 P0039 P0156	
F15631	SKIM MILK, MILK SOLIDS ADDED	SKIM MILK, MILK SOLIDS ADDED	A0148 B1201 C0235 E0123 F0022 G0001 H0248 H0297 J0001 K0003 M0001 N0001 P0024	
F15632	SKIM MILK, MILK SOLIDS ADDED, FLAVORED	SKIM MILK, MILK SOLIDS ADDED, FLAVORED	A0148 B1201 C0235 E0123 F0022 G0001 H0227 H0248 H0297 J0001 K0001 M0001 N0001 P0024	
F17575	SKIM MILK, PASTEURIZED	SKIM MILK, PASTEURIZED	A0148 B1201 C0235 E0123 F0018 G0003 H0248 J0120 J0135 K0003 M0001 N0001 P0024	
F9489	SKIM MILK, PASTEURIZED, HOMOGENIZED	SKIM MILK, PASTEURIZED, HOMOGENIZED	A0148 B1201 C0235 E0123 F0018 G0003 H0248 H0306 J0135 K0003 M0001 N0001 P0024 P0039	
F10016	SKIM MILK, POWDERED	SKIM MILK, POWDERED	A0148 B1201 C0235 E0106 F0014 G0003 H0138 H0248 J0116 K0003 M0001 N0001 P0024 P0039	
F10798	SKIM MILK, RAW	SKIM MILK, RAW	A0148 B1201 C0235 E0123 F0003 G0003 H0248 J0001 K0003 M0001 N0001 P0024 P0121	
F7457	SKIM MILK, RECONSTITUTED	SKIM MILK, RECONSTITUTED	A0148 B1201 C0235 E0123 F0018 G0003 H0248 H0259 J0135 K0003 M0001 N0001 P0024 P0039	
F11025	SKIM MILK, STERILIZED	SKIM MILK, STERILIZED	A0148 B1201 C0235 E0123 F0014 G0003 H0248 J0123 K0003 M0001 N0001 P0024	
F17577	SKIM MILK, STERILIZED	SKIM MILK, STERILIZED	A0148 B1201 C0235 E0123 F0014 G0003 H0248 J0120 J0123 K0003 M0001 N0001 P0024	
F17579	SKIM MILK, UHT-STERILIZED	SKIM MILK, UHT-STERILIZED	A0148 B1201 C0235 E0123 F0014 G0003 H0248 J0120 J0147 K0003 M0001 N0001 P0024	
F4377	SKIM MILK, VEGETABLE OIL ADDED	SKIM MILK, VEGETABLE OIL ADDED	A0182 B1201 C0235 E0123 F0018 G0003 H0208 H0263 J0135 K0003 M0001 N0001 P0024	
F7904	SKIM MILK, VITAMIN A AND D FORTIFIED, NONFAT MILK SOLIDS ADDED	SKIM MILK, VITAMIN A AND D FORTIFIED, NONFAT MILK SOLIDS ADDED	A0148 B1201 C0235 E0123 F0018 G0003 H0184 H0194 H0213 H0214 H0248 J0135 K0003 M0001 N0001 P0024 P0039	
F1166	SKIPJACK TUNA, CANNED	SKIPJACK TUNA, CANNED	A0267 B1376 C0268 E0152 F0014 G0003 H0001 J0123 K0001 M0204 N0023 P0024 Z0061	
F11112	SKIPJACK TUNA, PACKED IN OIL	SKIPJACK TUNA, PACKED IN OIL	A0267 B1376 C0175 E0151 F0001 G0003 H0221 J0001 K0026 M0001 N0001 P0024	
F11111	SKIPJACK TUNA, PACKED IN WATER	SKIPJACK TUNA, PACKED IN WATER	A0267 B1376 C0175 E0151 F0001 G0003 H0001 J0001 K0017 M0001 N0001 P0024	
F8719	SKIPJACK TUNA, RAW	SKIPJACK TUNA, RAW	A0267 B1376 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9273	SLENDER SOLE, RAW	SLENDER SOLE, RAW	A0267 B1865 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9113	SLIME HEAD, RAW	SLIME HEAD, RAW	A0267 B1942 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F1163	SLIPPER LOBSTER, RAW	SLIPPER LOBSTER, RAW	A0267 B1997 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F4524	SLIPPERY ELM CEREAL	SLIPPERY ELM CEREAL	A0258 B1312 C0155 E0106 F0014 G0003 H0138 H0158 H0227 J0116 K0003 M0001 N0001 P0024	
F11387	SLOPPY JOE, FROZEN	SLOPPY JOE, FROZEN	A0218 B1161 C0268 E0105 F0014 G0005 H0207 H0212 H0227 H0256 H0319 J0136 K0003 M0001 N0001 P0024	
F8402	SMELT, FROZEN	SMELT, FROZEN	A0267 B1310 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024	
F7707	SMELT, RAW	SMELT, RAW	A0267 B1310 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F10311	SMOKED FOOD	SMOKED FOOD	A0001 B0001 C0001 E0001 F0001 G0003 H0172 J0001 K0003 M0001 N0001 P0024	
F9581	SMOKED MEAT	SMOKED MEAT	A0150 B1134 C0103 E0151 F0003 G0003 H0172 J0001 K0003 M0001 N0001 P0024	
F2924	SMOKED MEAT, VACUUM-PACKED	SMOKED MEAT, VACUUM-PACKED	A0150 B1134 C0175 E0151 F0001 G0003 H0172 J0001 K0027 M0001 N0001 P0024	
F9672	SMOKED OYSTER, CANNED	SMOKED OYSTER, CANNED	A0267 B1224 C0173 E0150 F0014 G0003 H0172 J0123 K0001 M0001 N0001 P0024	
F1592	SMOKED TUNA, FROZEN	SMOKED TUNA, FROZEN	A0267 B1269 C0175 E0151 F0001 G0003 H0118 J0136 K0003 M0001 N0001 P0024	
F9190	SMOOTH DOGFISH, RAW	SMOOTH DOGFISH, RAW	A0267 B2312 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F16929	SNACK DIP MIX	SNACK DIP MIX	A0228 B0001 C0001 E0106 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024 Z0090	
F15013	SNACK FOOD	SNACK FOOD	A0228 B0001 C0001 E0001 F0001 G0001 H0001 J0001 K0001 P0024	
F16033	SNACK, CEREAL BASED	SNACK, CEREAL BASED	A0228 B1347 C0174 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F15282	SNACK, CHEESE- OR SOUR CREAM-FLAVORED	SNACK, CHEESE- OR SOUR CREAM-FLAVORED	A0228 B0001 C0001 E0001 F0001 G0001 H0227 J0001 K0001 M0001 N0001 P0024	
F15964	SNACK, DRY	SNACK, DRY	A0228 B0001 C0001 E0151 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024	
F16370	SNACK, GRAIN-BASED	SNACK, GRAIN-BASED	A0228 B1324 C0155 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F16034	SNACK, POTATO-BASED	SNACK, POTATO-BASED	A0228 B1218 C0238 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F15963	SNACK, PREPACKED	SNACK, PREPACKED	A0228 B0001 C0001 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024 P0119	
F15962	SNACK, READY-TO-EAT	SNACK, READY-TO-EAT	A0228 B0001 C0001 E0001 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024	
F8706	SNAIL SHELL	SNAIL SHELL	A0267 B1455 C0168 E0150 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F5708	SNAIL SOUP	SNAIL SOUP	A0198 B1455 C0125 E0130 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024	
F8703	SNAIL, CANNED	SNAIL, CANNED	A0267 B1455 C0173 E0150 F0014 G0003 H0001 J0123 K0003 M0001 N0001 P0024	
F8704	SNAIL, IN SHELL, CANNED	SNAIL, IN SHELL, CANNED	A0267 B1455 C0173 E0150 F0014 G0003 H0001 J0123 K0003 M0001 N0001 P0024	
F4515	SNAIL, RAW	SNAIL, RAW	A0267 B1455 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8707	SNAIL, WITH SHELL, PRECOOKED, FROZEN	SNAIL, WITH SHELL, PRECOOKED, FROZEN	A0267 B1455 C0173 E0150 F0014 G0001 H0003 J0136 K0003 M0001 N0001 P0024	
F9913	SNAKEHEAD, RAW	SNAKEHEAD, RAW	A0267 B2308 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8793	SNAPPER FILLET, RAW	SNAPPER FILLET, RAW	A0267 B1510 C0125 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8016	SNAPPER, RAW	SNAPPER, RAW	A0267 B1510 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F8283	SNOEK, RAW	SNOEK, RAW	A0267 B2185 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F9298	SNOOK, RAW	SNOOK, RAW	A0267 B1825 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
F7940	SNOW CRAB, CANNED	SNOW CRAB, CANNED	A0267 B1497 C0125 E0152 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024	
F8187	SNOW CRAB, RAW	SNOW CRAB, RAW	A0267 B1497 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024	
